,Ticker,PreCovidMedianPrice,PreCovidMeanPrice,CovidMinPrice,CurrentPrice,PriceDipPercent,PriceRecoveryPercent,RemainingDipPercent
1599,CNI,90.42,90.19,67.75,106.37,24.88,42.82,-17.93
165,NCR,32.38,31.94,11.78,37.68,63.12,81.08,-17.95
889,BLBD,19.73,19.81,8.87,23.37,55.22,73.2,-17.97
3308,PGR,72.85,73.04,66.55,86.17,8.88,26.86,-17.98
3235,AGX,39.33,39.06,31.77,46.09,18.67,36.66,-17.99
413,PRK,99.5,98.95,64.85,116.85,34.46,52.55,-18.08
2280,EVC,2.77,2.85,1.21,3.36,57.48,75.55,-18.08
486,MSM,73.21,73.11,46.7,86.34,36.13,54.22,-18.09
2778,MIDD,114.76,115.14,43.86,135.98,61.91,80.01,-18.1
2994,HON,173.16,172.24,103.86,203.86,39.7,58.06,-18.36
2651,CAKE,40.98,41.19,15.1,48.76,63.34,81.73,-18.39
2396,BCPC,100.88,100.45,80.3,118.96,20.06,38.49,-18.43
294,MGM,29.6,30.04,7.14,35.6,76.23,94.74,-18.51
473,STZ,191.46,192.89,105.64,228.63,45.23,63.76,-18.53
67,EVTC,31.77,32.04,18.83,38.0,41.23,59.84,-18.61
1687,PTN,0.82,0.84,0.36,1.0,57.29,75.94,-18.65
2144,HUSA,2.25,2.16,0.92,2.56,57.36,76.02,-18.66
616,PLNT,64.23,66.33,27.54,78.72,58.48,77.16,-18.68
476,TPC,14.84,14.69,2.91,17.44,80.18,98.94,-18.76
1810,QRHC,2.45,2.42,1.12,2.88,53.79,72.62,-18.83
383,EQH,22.51,22.87,10.42,27.18,54.44,73.28,-18.84
1709,FWRD,68.8,66.77,40.65,79.38,39.12,58.01,-18.89
3270,CNXN,47.09,44.24,32.3,52.62,26.99,45.93,-18.94
772,ACER,3.33,3.35,1.18,3.99,64.81,83.8,-18.98
608,CMRE,7.72,7.58,3.55,9.02,53.17,72.16,-19.0
2485,ABEO,2.72,2.85,1.02,3.39,64.18,83.23,-19.05
1214,JACK,84.54,84.19,18.59,100.25,77.92,96.99,-19.08
557,JBT,107.6,106.76,60.77,127.29,43.08,62.31,-19.23
2664,AIKI,1.31,1.42,0.49,1.69,65.43,84.67,-19.25
1565,CAG,28.8,29.17,24.14,34.8,17.24,36.54,-19.3
2774,J,91.35,91.44,63.01,109.13,31.1,50.43,-19.34
3238,OVID,2.6,3.02,2.03,3.6,32.68,52.07,-19.39
1685,SBCF,28.6,27.62,14.64,32.98,47.0,66.4,-19.4
141,ATRS,3.62,3.94,1.75,4.71,55.59,75.11,-19.51
2246,MRTN,14.23,14.21,11.27,16.98,20.69,40.22,-19.52
1159,CBSH,61.46,60.54,43.91,72.42,27.46,47.09,-19.63
2178,SD,4.5,4.45,0.79,5.33,82.31,101.96,-19.65
1945,HOMB,18.83,18.83,10.19,22.54,45.87,65.6,-19.72
1944,GBCI,43.15,42.55,26.74,50.96,37.16,56.92,-19.76
2866,MTRN,59.39,60.13,26.77,72.01,55.48,75.24,-19.76
1788,RF,16.42,16.31,7.36,19.54,54.87,74.69,-19.82
730,TCBI,56.66,56.55,19.29,67.76,65.89,85.71,-19.83
133,SALM,1.5,1.52,0.69,1.82,54.57,74.41,-19.84
704,VEC,46.24,46.64,29.48,55.9,36.8,56.64,-19.85
774,TJX,59.11,58.36,36.76,69.97,37.01,56.9,-19.89
1869,GMED,52.24,53.54,35.06,64.22,34.52,54.46,-19.94
2982,MA,277.15,280.94,203.3,337.03,27.64,47.6,-19.96
841,UNP,170.77,170.0,114.04,204.12,32.92,52.99,-20.07
2330,COMM,12.93,12.73,5.76,15.29,54.75,74.86,-20.1
2546,KPTI,11.85,13.52,14.14,16.24,-4.61,15.54,-20.14
397,KRUS,20.84,21.84,5.28,26.25,75.82,96.02,-20.2
2399,MLP,10.57,10.64,8.92,12.79,16.13,36.39,-20.25
1191,INS,43.25,43.95,24.98,52.91,43.17,63.55,-20.38
429,MDCA,2.7,2.7,1.02,3.25,62.21,82.62,-20.41
2577,FORR,36.04,36.72,22.81,44.22,37.89,58.3,-20.41
1187,EXPE,131.21,120.73,45.65,145.42,62.19,82.64,-20.45
1517,SPKE,9.98,9.99,5.4,12.03,45.93,66.39,-20.46
2206,AXL,9.26,9.15,2.74,11.03,70.06,90.57,-20.51
3045,OSG,1.76,1.84,1.7,2.22,7.69,28.24,-20.54
2870,GEF,40.59,40.49,25.13,48.85,37.94,58.58,-20.64
2543,NTNX,27.92,28.69,12.49,34.63,56.47,77.17,-20.7
207,HUBG,49.37,48.53,37.25,58.58,23.25,43.95,-20.7
758,MLAB,233.74,234.04,190.69,282.51,18.52,39.23,-20.71
987,PCOM,11.44,12.12,6.96,14.63,42.58,63.28,-20.71
91,ACIU,5.55,6.33,4.24,7.65,33.07,53.83,-20.76
1156,MTN,236.84,236.72,131.73,286.28,44.35,65.29,-20.94
1324,FL,41.01,41.67,18.22,50.4,56.28,77.22,-20.95
1325,MRBK,17.89,18.36,11.84,22.2,35.5,56.44,-20.95
951,MMX,4.36,4.39,2.83,5.31,35.52,56.5,-20.98
722,APO,41.28,42.1,23.8,50.94,43.47,64.46,-20.99
2823,CHE,422.47,421.84,351.57,510.46,16.66,37.67,-21.01
1297,BCEI,20.0,20.76,9.15,25.12,55.92,76.94,-21.02
436,LYFT,44.38,44.13,16.05,53.41,63.63,84.67,-21.04
597,GFF,20.74,20.69,9.59,25.04,53.64,74.69,-21.05
2410,CRAI,49.25,46.98,22.55,56.91,52.0,73.13,-21.13
2419,AMOT,39.72,40.7,20.0,49.35,50.86,72.11,-21.25
794,TRI,67.86,68.85,52.75,83.5,23.39,44.66,-21.27
1521,SYBT,40.2,39.13,24.76,47.45,36.72,57.99,-21.28
1205,LLNW,4.02,3.74,3.53,4.54,5.67,26.99,-21.32
2293,CTMX,7.05,7.24,3.61,8.78,50.11,71.45,-21.33
1770,CRVS,3.5,3.53,1.74,4.28,50.66,72.03,-21.37
307,ORN,5.0,4.86,1.61,5.9,66.88,88.26,-21.39
1059,IDCC,54.9,54.72,33.65,66.47,38.5,59.98,-21.47
95,PFMT,1.03,1.0,0.57,1.22,43.23,64.74,-21.51
2777,FBC,37.31,37.33,17.16,45.36,54.03,75.55,-21.52
874,ZYME,33.2,34.18,24.28,41.54,28.97,50.49,-21.52
569,ACRX,2.18,2.13,0.76,2.59,64.33,85.89,-21.56
3131,NTAP,56.84,57.33,35.35,69.73,38.34,59.97,-21.63
636,COST,296.12,295.8,279.85,359.83,5.39,27.04,-21.65
2588,JCI,42.41,42.5,23.5,51.71,44.71,66.38,-21.67
1653,MANT,74.86,73.77,57.84,89.76,21.6,43.27,-21.67
1195,LRN,20.27,22.76,15.86,27.69,30.3,51.99,-21.68
3315,IEX,162.01,163.07,114.0,198.43,30.09,51.78,-21.68
2179,COF,95.17,95.26,42.27,116.0,55.63,77.4,-21.77
2669,DMRC,36.95,37.28,10.02,45.41,73.12,94.92,-21.8
2103,GWW,315.21,310.87,209.49,378.81,32.61,54.47,-21.85
2854,FOR,19.67,19.59,9.63,23.88,50.85,72.73,-21.88
246,SUPN,25.67,25.16,14.45,30.71,42.57,64.62,-22.05
527,STLD,31.43,31.46,15.5,38.4,50.73,72.79,-22.06
2898,REI,1.79,1.88,0.47,2.3,75.05,97.13,-22.07
3128,RPM,72.43,71.51,46.81,87.3,34.54,56.62,-22.08
2078,ITT,61.96,65.1,37.99,79.48,41.64,63.74,-22.1
2336,BRO,37.31,37.26,31.66,45.5,15.02,37.15,-22.13
832,IPG,22.04,21.78,12.52,26.61,42.51,64.7,-22.19
3189,PKG,110.72,108.84,76.22,133.03,29.97,52.2,-22.22
2231,ACAD,42.45,41.95,31.65,51.28,24.55,46.79,-22.24
2527,IGT,14.14,14.16,3.79,17.31,73.23,95.49,-22.25
1679,TRHC,49.87,49.1,31.06,60.03,36.74,59.01,-22.27
3125,WMT,119.03,118.59,104.05,145.03,12.26,34.56,-22.29
419,SRCL,57.6,56.84,40.69,69.51,28.41,50.71,-22.3
1657,ICE,92.93,92.76,66.85,113.46,27.93,50.25,-22.32
816,GATX,80.66,79.95,53.04,97.79,33.66,55.98,-22.32
2901,EHC,67.68,67.08,50.07,82.06,25.36,47.69,-22.33
3210,CTSH,62.02,62.0,41.61,75.85,32.89,55.23,-22.34
1357,AZZ,40.48,41.38,20.63,50.63,50.15,72.49,-22.35
879,SBUX,86.28,86.81,56.33,106.26,35.11,57.51,-22.4
1994,IMKTA,41.59,42.07,32.45,51.49,22.86,45.26,-22.41
659,CASY,165.62,165.59,120.57,202.73,27.19,49.62,-22.43
322,ACIW,32.51,33.49,21.19,41.01,36.73,59.18,-22.44
977,GO,32.75,33.39,29.06,40.88,12.96,35.41,-22.45
387,ZIOP,4.51,4.57,1.9,5.6,58.44,80.94,-22.5
614,ESE,84.49,83.83,66.57,102.76,20.59,43.17,-22.58
1493,SWCH,15.51,15.36,11.22,18.83,26.94,49.55,-22.61
2899,CARS,11.38,11.17,3.61,13.7,67.67,90.35,-22.68
194,IVAC,5.72,5.71,3.38,7.0,40.76,63.45,-22.69
3275,JNJ,131.84,134.38,111.14,164.92,17.3,40.02,-22.72
2086,CCMP,140.25,140.98,89.07,173.01,36.82,59.54,-22.72
3203,RCKY,29.0,29.85,14.96,36.63,49.88,72.61,-22.73
1158,FFIN,34.22,34.01,23.52,41.74,30.84,53.58,-22.74
2292,ALEC,16.93,17.17,9.4,21.08,45.25,68.04,-22.79
180,ICUI,165.23,169.25,160.04,207.88,5.44,28.27,-22.83
2935,RDWR,23.87,23.93,16.87,29.4,29.51,52.35,-22.84
454,LZB,32.68,33.28,16.6,40.9,50.12,73.02,-22.9
2508,NDSN,157.97,154.6,99.46,190.0,35.67,58.56,-22.9
1890,ITW,171.64,166.15,118.09,204.24,28.93,51.85,-22.93
2041,LDOS,87.13,87.84,70.83,108.09,19.37,42.42,-23.05
3075,KFRC,39.48,38.31,21.9,47.16,42.84,65.93,-23.09
3067,EXLS,68.98,68.13,42.8,83.87,37.18,60.28,-23.1
2606,CBMG,16.14,16.01,11.51,19.71,28.09,51.23,-23.14
1243,EMR,71.03,70.26,38.08,86.52,45.8,68.94,-23.14
316,HUM,294.75,307.24,214.43,378.34,30.21,53.35,-23.14
2366,CURO,13.38,13.59,4.0,16.75,70.56,93.84,-23.28
1527,HD,228.15,227.11,152.15,280.03,33.0,56.31,-23.3
1248,JAZZ,130.88,134.64,87.74,166.01,34.84,58.13,-23.3
850,SRGA,2.64,2.53,1.49,3.12,41.1,64.43,-23.33
2242,FDS,260.14,260.14,204.55,320.95,21.37,44.74,-23.37
2032,CBRE,54.78,55.05,29.83,67.93,45.82,69.2,-23.39
2852,CSX,71.02,70.67,47.66,87.26,32.56,56.04,-23.48
3026,LANC,147.49,149.16,124.48,184.25,16.55,40.07,-23.52
1596,ATR,115.35,114.92,83.93,141.98,26.97,50.51,-23.54
2243,RLGT,5.37,5.36,3.15,6.65,41.25,65.27,-24.02
912,TMHC,24.13,24.18,7.05,30.01,70.85,94.95,-24.1
2905,SEAS,28.82,28.77,7.46,35.72,74.07,98.24,-24.18
2617,JBL,37.51,36.88,18.49,45.81,49.87,74.07,-24.2
1936,BRKR,44.57,46.63,31.56,57.91,32.31,56.51,-24.2
2637,STC,40.79,39.9,21.3,49.57,46.62,70.85,-24.23
3126,SINT,1.85,1.89,0.29,2.35,84.56,108.86,-24.3
884,MMYT,23.84,24.05,10.9,29.92,54.68,79.08,-24.39
149,AVEO,7.5,7.68,2.6,9.56,66.16,90.58,-24.42
2315,OLED,193.16,189.14,107.37,235.83,43.23,67.92,-24.68
2322,PBPB,4.34,4.41,1.78,5.5,59.64,84.35,-24.71
837,GSS,3.14,3.18,2.17,3.97,31.82,56.56,-24.74
96,DCO,46.27,45.39,16.61,56.64,63.41,88.19,-24.78
1095,MUSA,113.57,103.26,81.49,128.88,21.08,45.89,-24.81
3166,ALLO,27.58,27.98,18.22,34.93,34.89,59.71,-24.82
3143,NBN,22.0,22.07,8.66,27.56,60.76,85.63,-24.86
494,AEM,58.77,58.11,36.36,72.56,37.43,62.3,-24.87
900,OOMA,11.63,12.0,7.95,14.99,33.76,58.65,-24.89
2795,BANC,14.73,14.99,6.55,18.72,56.29,81.21,-24.91
216,LBRT,9.9,9.83,2.26,12.28,77.01,101.93,-24.92
1103,PS,17.04,16.98,7.66,21.22,54.88,79.87,-24.98
969,CLS,7.4,7.4,2.83,9.27,61.78,86.98,-25.2
1539,DG,158.43,158.45,136.1,198.38,14.11,39.31,-25.2
189,SPXC,45.54,44.46,26.5,55.7,40.39,65.68,-25.29
748,CPSS,3.42,3.43,1.08,4.3,68.52,93.85,-25.32
1097,VRSK,149.55,150.67,121.18,188.86,19.57,44.92,-25.34
3109,STE,145.84,146.66,107.76,183.85,26.52,51.88,-25.36
741,CRHM,3.05,3.12,0.94,3.92,69.91,95.4,-25.49
90,CREX,1.66,1.65,0.71,2.07,56.94,82.48,-25.54
2076,ENVA,22.97,22.63,8.59,28.42,62.05,87.61,-25.56
3175,RHI,57.8,57.41,34.17,72.1,40.49,66.06,-25.58
215,AGRO,6.15,6.52,3.55,8.19,45.52,71.21,-25.69
2802,XENT,18.6,19.68,8.95,24.74,54.52,80.24,-25.72
1931,SPGI,256.34,258.82,192.05,325.44,25.8,51.54,-25.74
1984,CLX,150.75,151.08,151.52,190.0,-0.29,25.47,-25.76
60,AM,7.09,6.56,1.98,8.25,69.81,95.59,-25.78
2398,SSNC,52.53,54.79,34.32,68.92,37.36,63.15,-25.79
1855,GNTX,28.06,28.04,20.09,35.28,28.35,54.18,-25.83
3076,AT,2.36,2.38,1.76,2.99,25.9,51.78,-25.88
1862,SQBG,14.4,13.68,4.45,17.23,67.48,93.39,-25.91
803,STX,57.67,56.69,40.73,71.41,28.15,54.12,-25.97
1634,CTG,5.26,5.28,3.05,6.65,42.22,68.2,-25.98
1722,PNFP,59.83,59.24,31.98,74.64,46.01,72.01,-26.0
929,IBTX,54.64,54.71,20.7,68.96,62.17,88.2,-26.04
1342,RGNX,38.49,38.68,21.5,48.75,44.41,70.46,-26.05
2053,SRT,6.86,7.14,2.78,9.0,61.05,87.15,-26.1
2244,VAC,111.29,114.41,36.81,144.32,67.83,93.97,-26.15
1785,SB,1.75,1.8,0.84,2.27,53.31,79.48,-26.17
1980,MCO,218.27,220.48,165.09,278.39,25.12,51.39,-26.27
58,DRRX,1.91,2.03,0.97,2.56,52.16,78.43,-26.27
1129,MLI,30.77,30.09,18.04,38.0,40.05,66.33,-26.29
3242,ADT,7.74,7.42,3.72,9.38,49.89,76.24,-26.34
2360,GB,10.21,10.23,6.82,12.93,33.36,59.7,-26.34
2682,SLGN,30.49,30.39,25.32,38.4,16.67,43.05,-26.38
2670,GDEN,14.74,15.8,3.78,19.97,76.08,102.47,-26.4
2869,TRUE,4.12,4.11,2.12,5.2,48.43,74.92,-26.5
1946,BCDA,4.1,4.12,1.92,5.21,53.37,79.9,-26.54
438,IQV,146.53,147.67,84.0,186.91,43.12,69.69,-26.57
1860,KR,25.82,26.29,26.86,33.28,-2.17,24.42,-26.59
77,AQN,13.77,13.77,9.59,17.44,30.38,56.99,-26.62
502,TZOO,10.52,10.62,3.1,13.45,70.82,97.43,-26.62
3130,RRR,21.88,22.07,3.76,27.96,82.97,109.64,-26.67
1086,EXPD,74.97,74.7,54.94,94.64,26.45,53.15,-26.69
2158,AOS,47.99,48.45,34.75,61.38,28.27,54.97,-26.69
985,MTZ,64.6,65.45,23.36,82.91,64.31,90.99,-26.69
104,HUN,23.09,22.98,12.87,29.12,44.01,70.7,-26.7
530,NURO,3.5,3.64,0.86,4.61,76.36,103.08,-26.72
873,ALRS,21.77,21.95,15.26,27.83,30.47,57.27,-26.79
682,FMC,91.5,92.0,59.82,116.65,34.98,61.77,-26.8
2805,CFX,32.71,31.96,14.64,40.56,54.2,81.09,-26.89
1719,NXGN,16.21,16.28,5.72,20.67,64.87,91.81,-26.93
2160,ABC,85.65,85.35,73.93,108.49,13.38,40.49,-27.12
897,ALG,117.4,117.15,75.21,149.0,35.8,62.99,-27.18
3287,VRTU,39.63,40.29,20.83,51.25,48.3,75.51,-27.21
2429,CRWS,6.37,6.3,4.2,8.01,33.29,60.52,-27.23
354,ADM,42.04,42.16,29.31,53.65,30.49,57.73,-27.24
2815,INFO,69.7,70.22,45.4,89.42,35.35,62.69,-27.34
174,APEI,24.11,24.33,19.68,30.99,19.12,46.48,-27.35
2862,FNV,96.45,96.19,87.98,122.5,8.53,35.89,-27.35
3074,VRTV,17.75,17.51,5.75,22.33,67.16,94.69,-27.53
835,BURL,201.39,206.88,120.45,263.85,41.78,69.32,-27.54
2202,JBHT,115.39,114.48,75.38,146.02,34.16,61.7,-27.55
1332,COO,301.23,301.69,243.44,384.92,19.31,46.9,-27.59
497,F,9.07,9.06,4.01,11.56,55.73,83.35,-27.63
2911,UNH,251.25,254.13,194.86,324.34,23.32,50.95,-27.63
1331,SM,9.25,9.36,1.03,11.95,89.0,116.67,-27.67
3354,MTDR,15.05,15.36,1.2,19.63,92.19,119.98,-27.79
1659,CTXS,108.82,104.84,102.97,134.07,1.79,29.66,-27.88
2034,SCPH,5.31,5.47,5.17,7.0,5.54,33.44,-27.9
1294,SFBS,35.32,35.07,25.08,44.89,28.49,56.48,-27.99
3043,SCL,97.4,97.33,71.35,124.66,26.7,54.77,-28.07
1912,ENV,62.49,63.5,47.07,81.35,25.88,53.98,-28.1
1450,CMCO,38.36,38.24,19.78,49.0,48.27,76.42,-28.15
1296,AME,91.82,93.56,58.21,119.89,37.78,65.93,-28.15
1571,SCHW,43.11,43.58,28.43,55.85,34.76,62.92,-28.17
2902,RJF,87.1,85.95,55.1,110.22,35.9,64.13,-28.23
3157,NOMD,20.55,20.46,15.42,26.24,24.64,52.88,-28.24
1111,MCF,2.75,2.63,0.95,3.37,63.84,92.11,-28.27
3310,WAT,221.24,221.7,162.36,284.5,26.77,55.09,-28.32
1337,SHW,571.31,564.13,396.7,724.01,29.68,58.02,-28.34
1190,PCAR,77.51,75.39,49.91,96.77,33.8,62.15,-28.35
291,VSH,19.14,18.9,11.82,24.26,37.46,65.82,-28.37
1909,GVP,1.52,1.47,0.88,1.89,40.16,68.69,-28.53
330,STCN,1.55,1.56,0.46,2.0,70.43,98.99,-28.56
2860,CNNE,28.91,31.72,23.25,40.78,26.7,55.27,-28.57
14,NVR,3680.06,3686.78,2175.0,4740.93,41.01,69.6,-28.59
484,ATSG,21.91,22.16,13.96,28.5,37.01,65.61,-28.6
3180,EFX,139.33,139.51,104.62,179.41,25.01,53.61,-28.6
313,HTH,24.42,24.41,11.83,31.4,51.55,80.16,-28.61
1535,ZTS,124.45,124.42,92.66,160.02,25.53,54.14,-28.61
1786,MAS,45.57,44.57,27.53,57.33,38.24,66.86,-28.62
1771,KMDA,5.3,5.9,4.56,7.59,22.69,51.37,-28.68
188,ARDX,5.48,5.89,4.35,7.59,26.17,54.99,-28.82
2957,SYKE,31.55,33.09,22.72,42.63,31.34,60.17,-28.83
2720,PII,97.32,94.74,39.0,122.08,58.83,87.7,-28.86
220,CSLT,1.41,1.42,0.61,1.83,57.02,85.96,-28.94
1762,AVNT,32.43,32.77,10.13,42.27,69.09,98.07,-28.98
17,LECO,90.8,90.03,59.99,116.18,33.37,62.41,-29.04
861,MDGL,95.54,96.49,60.13,124.52,37.68,66.73,-29.05
386,WLK,66.36,66.46,29.87,85.82,55.05,84.19,-29.14
426,GOLD,17.22,17.38,15.67,22.46,9.84,39.07,-29.23
263,AJG,91.05,91.03,68.24,117.68,25.03,54.31,-29.28
1889,LIN,199.11,199.03,150.0,257.34,24.63,53.93,-29.3
2693,BLL,69.97,69.37,51.94,89.72,25.13,54.46,-29.34
1635,ALC,57.85,57.81,39.86,74.78,31.04,60.41,-29.36
54,JVA,4.0,4.06,1.86,5.26,54.24,83.64,-29.4
2436,AMN,59.33,58.55,37.54,75.78,35.88,65.31,-29.43
2701,AIRI,1.3,1.38,0.63,1.79,54.43,83.9,-29.47
3218,AZPN,120.91,121.21,76.37,157.03,36.99,66.55,-29.55
1825,XYL,77.66,77.9,56.64,100.96,27.29,56.89,-29.61
2721,PHM,38.79,38.0,17.74,49.26,53.32,82.95,-29.63
2951,MAGS,4.05,4.03,2.49,5.23,38.26,67.94,-29.67
507,VNRX,5.18,5.01,2.47,6.5,50.72,80.41,-29.69
2690,GPS,17.16,17.17,5.5,22.27,67.96,97.69,-29.73
2235,MCK,142.27,141.59,115.75,183.8,18.25,48.06,-29.81
214,CASH,33.97,33.8,13.93,43.9,58.79,88.67,-29.88
1683,LEA,121.92,123.23,70.0,160.06,43.2,73.08,-29.88
1052,IVC,7.89,8.09,4.5,10.51,44.36,74.31,-29.95
1271,SYNC,1.51,1.54,0.8,2.0,48.0,77.99,-29.99
1574,LBRDA,116.72,113.78,87.38,147.9,23.2,53.19,-29.99
1654,PCG,9.67,9.14,7.22,11.89,21.02,51.09,-30.07
762,DBX,19.03,19.08,15.69,24.82,17.78,47.85,-30.07
2595,MKGI,2.2,2.24,0.7,2.91,68.67,98.74,-30.07
1573,SVRA,1.12,1.57,1.0,2.04,36.23,66.32,-30.09
2938,UHAL,375.82,379.23,241.61,493.43,36.29,66.4,-30.11
151,MCRI,43.77,44.35,14.2,57.75,67.98,98.19,-30.21
3083,TAOP,3.24,3.16,1.92,4.11,39.16,69.39,-30.23
1083,CLRB,1.91,1.87,1.03,2.43,44.79,75.04,-30.24
2895,BBQ,4.89,4.72,1.64,6.15,65.26,95.54,-30.28
2489,RACE,161.88,160.15,129.32,208.68,19.25,49.55,-30.3
1098,MTX,53.58,53.5,28.9,69.73,45.99,76.31,-30.33
1744,GCP,21.24,21.08,14.43,27.47,31.53,61.87,-30.34
1020,GLW,29.01,28.91,17.75,37.68,38.6,68.94,-30.35
2946,APRN,7.54,7.78,2.1,10.14,73.0,103.38,-30.39
1257,MOXC,1.98,2.05,0.5,2.67,75.58,105.97,-30.39
828,UBS,11.91,11.76,7.65,15.34,34.94,65.4,-30.47
367,VKTX,7.18,7.26,3.45,9.47,52.47,82.94,-30.47
888,SIGA,5.2,5.17,3.99,6.75,22.86,53.36,-30.5
3023,BOOM,44.92,44.57,21.53,58.17,51.7,82.2,-30.51
1459,ROG,134.03,136.34,77.22,178.08,43.36,73.98,-30.62
553,ULTA,240.9,241.87,128.52,315.95,46.86,77.49,-30.63
1856,REAL,18.05,18.6,5.46,24.3,70.64,101.3,-30.66
2590,NWHM,4.42,4.45,1.03,5.82,76.87,107.58,-30.71
907,CYD,13.4,13.39,7.99,17.52,40.35,71.15,-30.8
3093,NEOG,66.09,67.42,54.02,88.22,19.87,50.73,-30.86
1131,DWSN,2.23,2.28,0.87,2.98,61.8,92.65,-30.86
2503,FULC,8.68,9.63,7.22,12.6,24.99,55.89,-30.91
1010,EXP,90.88,90.78,43.17,118.83,52.44,83.35,-30.91
2082,ITRI,76.84,77.61,42.45,101.66,45.3,76.29,-30.99
382,FGEN,40.02,40.79,23.3,53.43,42.88,73.87,-30.99
271,ECOR,1.76,2.08,0.33,2.72,84.2,115.2,-31.0
1658,EVI,31.92,31.47,14.02,41.23,55.45,86.47,-31.02
2853,HCI,42.97,43.68,33.12,57.24,24.18,55.22,-31.04
2470,IVZ,17.05,17.0,6.7,22.28,60.59,91.64,-31.05
337,ARW,78.84,78.35,41.06,102.69,47.6,78.66,-31.06
2192,LBRDK,116.76,114.38,90.67,150.03,20.73,51.9,-31.17
1255,ALGT,167.58,161.8,66.23,212.31,59.07,90.28,-31.22
1715,NSC,187.76,185.71,118.88,243.8,35.99,67.27,-31.28
2923,ALLY,31.41,31.82,11.7,41.77,63.23,94.51,-31.28
750,WTRE,26.25,26.37,11.54,34.64,56.25,87.58,-31.34
1864,ANGO,15.37,16.03,8.26,21.06,48.48,79.83,-31.35
3207,GCMG,10.14,10.16,9.5,13.36,6.52,37.98,-31.46
2225,OZK,29.01,28.9,15.55,37.99,46.19,77.66,-31.47
2968,ICLR,151.89,153.79,115.95,202.19,24.61,56.08,-31.47
2732,AUTO,2.56,2.61,0.67,3.43,74.29,105.93,-31.64
3095,NL,4.08,4.02,2.32,5.29,42.26,73.92,-31.65
2847,HLF,43.8,42.41,23.34,55.83,44.96,76.61,-31.65
1624,MTH,68.9,68.47,27.29,90.19,60.15,91.86,-31.71
98,TVTY,18.32,18.5,2.68,24.37,85.51,117.25,-31.73
2444,TTC,76.53,75.86,54.28,99.99,28.45,60.25,-31.8
3323,CHNR,1.84,1.8,0.63,2.37,64.94,96.82,-31.88
2197,TMDX,18.75,19.7,10.5,26.0,46.71,78.66,-31.95
1319,ATUS,28.31,27.99,17.2,36.95,38.54,70.57,-32.03
1314,ACN,194.5,194.88,143.69,257.31,26.27,58.3,-32.04
2249,MYE,16.69,16.83,7.25,22.22,56.92,88.96,-32.04
1446,SLAB,109.84,110.33,68.75,145.77,37.69,69.81,-32.12
2237,ECHO,21.09,21.21,14.79,28.06,30.27,62.56,-32.29
334,APH,101.51,99.99,68.34,132.3,31.65,63.97,-32.32
341,CG,27.5,27.65,17.08,36.61,38.22,70.64,-32.42
699,R,52.45,52.02,22.93,68.96,55.92,88.48,-32.56
980,CRVL,79.84,80.16,47.22,106.27,41.09,73.67,-32.58
427,FREE,9.9,9.92,6.94,13.15,30.03,62.61,-32.58
2394,LSTR,112.71,112.87,86.77,149.69,23.12,55.75,-32.63
3205,SPLK,121.6,127.83,95.71,169.56,25.13,57.77,-32.64
467,MODN,29.46,29.95,16.14,39.75,46.11,78.83,-32.72
1056,GAIA,7.99,7.66,4.85,10.17,36.67,69.47,-32.8
1161,AAU,0.59,0.59,0.24,0.79,59.65,92.46,-32.81
786,SHEN,33.57,34.82,38.87,46.26,-11.63,21.22,-32.86
2461,SENEA,35.06,34.7,28.01,46.14,19.28,52.25,-32.96
1121,JHG,23.66,23.25,11.98,30.92,48.48,81.46,-32.98
570,AXGN,15.22,14.72,7.35,19.58,50.08,83.07,-32.99
948,UPLD,36.73,37.04,22.38,49.28,39.59,72.61,-33.03
822,CVEO,12.96,13.46,4.22,17.91,68.61,101.71,-33.1
2294,AKAM,88.17,88.08,80.05,117.28,9.12,42.27,-33.15
679,YUMC,44.3,44.79,39.24,59.66,12.39,45.59,-33.2
1330,AWK,121.73,121.78,97.07,162.22,20.29,53.5,-33.21
1431,WHR,149.86,150.45,64.22,200.43,57.31,90.54,-33.22
846,ABBV,79.66,80.18,64.5,106.84,19.55,52.81,-33.26
110,HARP,14.42,15.07,10.74,20.09,28.75,62.03,-33.27
388,NTCT,24.04,23.6,20.08,31.46,14.92,48.22,-33.29
2363,FF,11.86,11.84,9.04,15.79,23.67,57.0,-33.33
361,STXS,3.69,3.91,1.77,5.22,54.79,88.13,-33.34
1021,PLM,3.2,3.13,2.0,4.18,36.19,69.56,-33.37
487,BG,55.72,55.57,30.25,74.11,45.56,78.93,-33.37
213,EGOV,21.85,21.68,16.08,28.93,25.84,59.27,-33.43
2817,OPY,27.94,28.36,14.88,37.85,47.54,80.98,-33.44
839,DORM,74.67,76.34,47.0,101.88,38.43,71.89,-33.46
1251,CTAS,260.97,261.6,157.06,349.15,39.96,73.43,-33.47
284,VGZ,0.77,0.76,0.37,1.01,51.07,84.64,-33.58
1637,CNHI,10.91,10.77,5.13,14.39,52.37,85.97,-33.6
1892,KIDS,38.09,38.24,33.64,51.14,12.03,45.76,-33.73
2535,GES,17.99,18.53,3.92,24.79,78.85,112.6,-33.75
3302,NX,18.81,18.66,8.08,24.98,56.69,90.59,-33.9
366,LH,168.19,168.68,104.32,225.97,38.15,72.12,-33.96
234,BZH,14.9,14.81,4.63,19.85,68.74,102.75,-34.0
