Date,Open,High,Low,Close,Adj Close,Volume
2019-06-03,33.38999938964844,34.0,32.36000061035156,32.709999084472656,32.36956787109375,25200
2019-06-04,33.709999084472656,35.56999969482422,33.38999938964844,35.56999969482422,35.19981002807617,46300
2019-06-05,36.310001373291016,36.310001373291016,34.470001220703125,35.15999984741211,34.7940788269043,18300
2019-06-06,35.45000076293945,36.31999969482422,35.099998474121094,36.06999969482422,35.694602966308594,21900
2019-06-07,36.29999923706055,37.130001068115234,36.29999923706055,37.0,36.61492156982422,29000
2019-06-10,37.97999954223633,39.61000061035156,37.97999954223633,38.810001373291016,38.40608596801758,38600
2019-06-11,39.88999938964844,40.150001525878906,38.61000061035156,39.099998474121094,38.69306945800781,21100
2019-06-12,37.95000076293945,38.09000015258789,37.29999923706055,37.29999923706055,36.91180419921875,12600
2019-06-13,37.900001525878906,38.15999984741211,37.380001068115234,37.72999954223633,37.33732604980469,13800
2019-06-14,36.0,36.279998779296875,35.209999084472656,35.970001220703125,35.595645904541016,32300
2019-06-17,35.77000045776367,36.310001373291016,35.65999984741211,35.70000076293945,35.328460693359375,14800
2019-06-18,36.529998779296875,39.310001373291016,36.529998779296875,38.650001525878906,38.24775314331055,34600
2019-06-19,39.04999923706055,39.13999938964844,38.279998779296875,38.630001068115234,38.227962493896484,15700
2019-06-20,40.099998474121094,40.25,38.83000183105469,39.16999816894531,38.76233673095703,18400
2019-06-21,38.86000061035156,39.4900016784668,38.650001525878906,38.81999969482422,38.41598892211914,32300
2019-06-24,38.939998626708984,39.22999954223633,38.72999954223633,38.970001220703125,38.56442642211914,19400
2019-06-25,38.9900016784668,39.290000915527344,37.81999969482422,37.81999969482422,37.54875946044922,13300
2019-06-26,39.47999954223633,40.720001220703125,39.47999954223633,40.310001373291016,40.020904541015625,44200
2019-06-27,40.83000183105469,41.619998931884766,40.83000183105469,41.15999984741211,40.86480712890625,20300
2019-06-28,41.79999923706055,42.0,41.220001220703125,41.31999969482422,41.023658752441406,34000
2019-07-01,44.81999969482422,45.369998931884766,42.63999938964844,43.060001373291016,42.751182556152344,209600
2019-07-02,43.060001373291016,43.060001373291016,41.83000183105469,42.20000076293945,41.8973503112793,22500
2019-07-03,42.11000061035156,42.11000061035156,41.290000915527344,41.90999984741211,41.60942840576172,19600
2019-07-05,41.0,41.45000076293945,40.54999923706055,41.290000915527344,40.99387741088867,18300
2019-07-08,40.599998474121094,40.91999816894531,40.400001525878906,40.70000076293945,40.408103942871094,25600
2019-07-09,40.2599983215332,41.25,40.2599983215332,41.20000076293945,40.904518127441406,17100
2019-07-10,41.91999816894531,42.79999923706055,41.61000061035156,41.709999084472656,41.410858154296875,52100
2019-07-11,42.08000183105469,42.43000030517578,41.75,42.15999984741211,41.85763168334961,27900
2019-07-12,42.5,43.91999816894531,42.5,43.91999816894531,43.605010986328125,23200
2019-07-15,44.13999938964844,44.81999969482422,44.13999938964844,44.439998626708984,44.12128448486328,30200
2019-07-16,44.13999938964844,44.13999938964844,43.2400016784668,43.5099983215332,43.19795227050781,7200
2019-07-17,44.06999969482422,44.06999969482422,43.709999084472656,43.709999084472656,43.39651870727539,2900
2019-07-18,43.61000061035156,44.79999923706055,43.529998779296875,44.59000015258789,44.27021026611328,10700
2019-07-19,45.0,45.47999954223633,44.59000015258789,44.59000015258789,44.27021026611328,18300
2019-07-22,44.91999816894531,46.52000045776367,44.91999816894531,46.369998931884766,46.037437438964844,31900
2019-07-23,47.060001373291016,47.439998626708984,46.56999969482422,47.439998626708984,47.09976577758789,23700
2019-07-24,48.02000045776367,50.400001525878906,47.9900016784668,50.220001220703125,49.85982894897461,85900
2019-07-25,49.290000915527344,49.45000076293945,48.38999938964844,48.560001373291016,48.211734771728516,57100
2019-07-26,49.209999084472656,49.400001525878906,48.439998626708984,48.560001373291016,48.211734771728516,54800
2019-07-29,48.33000183105469,49.02000045776367,47.79999923706055,48.90999984741211,48.559226989746094,9200
2019-07-30,48.0,48.810001373291016,47.75,48.459999084472656,48.112449645996094,8700
2019-07-31,48.2599983215332,48.2599983215332,44.880001068115234,45.5,45.173683166503906,38700
2019-08-01,45.189998626708984,47.369998931884766,43.099998474121094,43.70000076293945,43.3865852355957,55000
2019-08-02,43.61000061035156,43.61000061035156,41.7599983215332,42.400001525878906,42.095916748046875,184500
2019-08-05,41.09000015258789,41.09000015258789,38.040000915527344,38.90999984741211,38.630943298339844,115100
2019-08-06,40.02000045776367,40.369998931884766,38.779998779296875,39.41999816894531,39.13728332519531,84800
2019-08-07,38.63999938964844,40.08000183105469,38.31999969482422,39.93000030517578,39.64363098144531,189300
2019-08-08,40.61000061035156,41.880001068115234,39.709999084472656,41.869998931884766,41.56971740722656,65300
2019-08-09,41.25,41.38999938964844,39.91999816894531,40.40999984741211,40.120182037353516,44600
2019-08-12,39.849998474121094,40.220001220703125,39.22999954223633,39.560001373291016,39.27628707885742,26800
2019-08-13,39.54999923706055,42.400001525878906,39.11000061035156,41.83000183105469,41.53000259399414,43100
2019-08-14,40.900001525878906,40.900001525878906,38.90999984741211,39.41999816894531,39.13728332519531,53300
2019-08-15,39.77000045776367,39.77000045776367,38.5,39.150001525878906,38.869224548339844,23100
2019-08-16,40.189998626708984,41.349998474121094,40.189998626708984,41.209999084472656,40.91444778442383,21800
2019-08-19,43.529998779296875,43.529998779296875,42.41999816894531,42.90999984741211,42.602256774902344,51200
2019-08-20,42.95000076293945,42.959999084472656,42.04999923706055,42.41999816894531,42.11576843261719,26900
2019-08-21,43.25,43.65999984741211,43.02000045776367,43.33000183105469,43.019248962402344,15700
2019-08-22,43.45000076293945,43.75,42.5,43.16999816894531,42.860389709472656,20800
