Date,Open,High,Low,Close,Adj Close,Volume
2019-06-03,24.0,24.0,23.989999771118164,24.0,21.94066619873047,600
2019-06-04,24.0,24.0,22.5,22.5,20.56937599182129,1700
2019-06-05,24.25,24.25,24.25,24.25,22.169219970703125,100
2019-06-06,24.25,24.25,24.25,24.25,22.169219970703125,0
2019-06-07,24.5,24.5,24.5,24.5,22.39776611328125,100
2019-06-10,24.5,24.5,24.5,24.5,22.39776611328125,1500
2019-06-11,24.899999618530273,24.899999618530273,24.899999618530273,24.899999618530273,22.763442993164062,200
2019-06-12,24.899999618530273,24.899999618530273,24.899999618530273,24.899999618530273,23.012981414794922,0
2019-06-13,24.899999618530273,24.899999618530273,24.899999618530273,24.899999618530273,23.012981414794922,0
2019-06-14,25.5,27.0,25.5,26.5,24.491729736328125,2300
2019-06-17,25.0,25.0,25.0,25.0,23.105403900146484,1900
2019-06-18,25.0,25.0,25.0,25.0,23.105403900146484,100
2019-06-19,25.0,25.0,25.0,25.0,23.105403900146484,1000
2019-06-20,25.0,25.0,25.0,25.0,23.105403900146484,800
2019-06-21,25.0,25.0,25.0,25.0,23.105403900146484,200
2019-06-24,25.0,25.0,25.0,25.0,23.105403900146484,0
2019-06-25,24.75,24.75,24.75,24.75,22.874347686767578,400
2019-06-26,25.0,25.5,25.0,25.450000762939453,23.52130126953125,2100
2019-06-27,26.0,26.0,25.25,25.25,23.336456298828125,400
2019-06-28,25.5,25.5,24.649999618530273,24.649999618530273,22.78192710876465,800
2019-07-01,25.5,25.5,24.850000381469727,24.850000381469727,22.966772079467773,400
2019-07-02,25.0,25.0,25.0,25.0,23.105403900146484,1300
2019-07-03,25.0,25.0,25.0,25.0,23.105403900146484,0
2019-07-05,25.0,25.0,25.0,25.0,23.105403900146484,100
2019-07-08,23.75,25.0,23.75,25.0,23.105403900146484,2500
2019-07-09,25.0,25.0,25.0,25.0,23.105403900146484,0
2019-07-10,25.5,25.5,25.0,25.0,23.105403900146484,1300
2019-07-11,25.0,25.0,25.0,25.0,23.105403900146484,200
2019-07-12,24.0,24.719999313354492,24.0,24.719999313354492,22.846622467041016,2000
2019-07-15,24.719999313354492,24.719999313354492,24.719999313354492,24.719999313354492,22.846622467041016,300
2019-07-16,24.719999313354492,24.719999313354492,24.719999313354492,24.719999313354492,22.846622467041016,0
2019-07-17,24.719999313354492,24.719999313354492,24.719999313354492,24.719999313354492,22.846622467041016,300
2019-07-18,24.719999313354492,24.719999313354492,24.719999313354492,24.719999313354492,22.846622467041016,0
2019-07-19,24.719999313354492,24.719999313354492,24.719999313354492,24.719999313354492,22.846622467041016,0
2019-07-22,24.719999313354492,24.719999313354492,24.719999313354492,24.719999313354492,22.846622467041016,0
2019-07-23,24.719999313354492,24.719999313354492,24.719999313354492,24.719999313354492,22.846622467041016,0
2019-07-24,24.719999313354492,24.719999313354492,24.719999313354492,24.719999313354492,22.846622467041016,0
2019-07-25,24.0,24.0,24.0,24.0,22.18118667602539,300
2019-07-26,23.510000228881836,23.510000228881836,23.5,23.5,21.719079971313477,400
2019-07-29,23.0,23.0,22.850000381469727,22.850000381469727,21.118337631225586,500
2019-07-30,23.0,23.0,23.0,23.0,21.25697135925293,200
2019-07-31,22.75,22.75,22.75,22.75,21.025917053222656,300
2019-08-01,22.75,23.0,22.75,23.0,21.25697135925293,700
2019-08-02,22.75,23.0,22.75,23.0,21.25697135925293,700
2019-08-05,23.0,23.0,23.0,23.0,21.25697135925293,400
2019-08-06,23.0,23.0,22.649999618530273,22.649999618530273,20.933494567871094,600
2019-08-07,22.899999618530273,22.899999618530273,22.649999618530273,22.649999618530273,20.933494567871094,300
2019-08-08,22.600000381469727,22.850000381469727,22.510000228881836,22.850000381469727,21.118337631225586,600
2019-08-09,22.75,22.75,22.75,22.75,21.025917053222656,200
2019-08-12,22.510000228881836,22.510000228881836,22.510000228881836,22.510000228881836,20.80410385131836,600
2019-08-13,22.5,23.0,22.5,22.649999618530273,20.933494567871094,16800
2019-08-14,22.649999618530273,22.649999618530273,22.649999618530273,22.649999618530273,20.933494567871094,0
2019-08-15,22.360000610351562,22.360000610351562,22.360000610351562,22.360000610351562,20.66547203063965,100
2019-08-16,22.360000610351562,22.360000610351562,22.360000610351562,22.360000610351562,20.66547203063965,0
2019-08-19,23.0,23.0,23.0,23.0,21.25697135925293,500
2019-08-20,23.0,23.0,23.0,23.0,21.25697135925293,0
2019-08-21,23.0,23.0,23.0,23.0,21.25697135925293,200
2019-08-22,23.0,23.0,23.0,23.0,21.25697135925293,0
2019-08-23,22.5,22.989999771118164,22.5,22.5,20.794862747192383,1100
2019-08-26,22.5,22.5,22.5,22.5,20.794862747192383,1600
2019-08-27,22.350000381469727,22.350000381469727,22.350000381469727,22.350000381469727,20.65622901916504,4900
2019-08-28,22.350000381469727,22.350000381469727,22.350000381469727,22.350000381469727,20.65622901916504,0
2019-08-29,22.639999389648438,22.639999389648438,22.350000381469727,22.350000381469727,20.65622901916504,2000
2019-08-30,22.350000381469727,22.350000381469727,22.350000381469727,22.350000381469727,20.65622901916504,0
2019-09-03,22.350000381469727,22.350000381469727,22.350000381469727,22.350000381469727,20.65622901916504,100
2019-09-04,22.25,22.5,22.049999237060547,22.5,20.794862747192383,800
2019-09-05,22.600000381469727,22.600000381469727,22.5,22.5,20.794862747192383,200
2019-09-06,22.600000381469727,22.600000381469727,22.600000381469727,22.600000381469727,20.887287139892578,1700
2019-09-09,22.600000381469727,22.649999618530273,22.600000381469727,22.610000610351562,20.896526336669922,14100
2019-09-10,22.600000381469727,22.600000381469727,22.450000762939453,22.450000762939453,20.748653411865234,200
2019-09-11,22.75,22.75,22.75,22.75,21.2818660736084,100
2019-09-12,22.399999618530273,22.399999618530273,22.399999618530273,22.399999618530273,20.95445442199707,600
2019-09-13,22.399999618530273,23.079999923706055,22.399999618530273,22.719999313354492,21.253803253173828,8700
2019-09-16,22.719999313354492,22.719999313354492,22.719999313354492,22.719999313354492,21.253803253173828,0
2019-09-17,23.0,23.0,23.0,23.0,21.515735626220703,1300
2019-09-18,23.0,23.0,22.260000228881836,22.260000228881836,20.823488235473633,200
2019-09-19,23.0,23.5,23.0,23.5,21.98346710205078,1800
2019-09-20,22.600000381469727,22.600000381469727,22.600000381469727,22.600000381469727,21.141550064086914,200
2019-09-23,22.5,22.5,22.5,22.5,21.048002243041992,500
2019-09-24,22.360000610351562,22.3799991607666,22.360000610351562,22.3799991607666,20.935745239257812,400
2019-09-25,22.3799991607666,22.3799991607666,22.360000610351562,22.360000610351562,20.917036056518555,1100
