Date,Open,High,Low,Close,Adj Close,Volume
2019-06-03,5.289999961853027,5.369999885559082,5.179999828338623,5.230000019073486,5.099812984466553,1217300
2019-06-04,5.230000019073486,5.349999904632568,5.150000095367432,5.25,5.1193156242370605,1051600
2019-06-05,5.260000228881836,5.260000228881836,5.019999980926514,5.050000190734863,4.9242939949035645,514200
2019-06-06,5.110000133514404,5.190000057220459,5.03000020980835,5.159999847412109,5.031555652618408,921800
2019-06-07,5.130000114440918,5.269999980926514,5.110000133514404,5.190000057220459,5.0608086585998535,424200
2019-06-10,5.139999866485596,5.190000057220459,5.070000171661377,5.170000076293945,5.041306972503662,773400
2019-06-11,5.199999809265137,5.510000228881836,5.150000095367432,5.460000038146973,5.324088096618652,1336700
2019-06-12,5.440000057220459,5.539999961853027,5.269999980926514,5.289999961853027,5.15831995010376,1376600
2019-06-13,5.420000076293945,5.599999904632568,5.420000076293945,5.599999904632568,5.4606032371521,1005800
2019-06-14,5.590000152587891,5.599999904632568,5.369999885559082,5.46999979019165,5.333838939666748,932000
2019-06-17,5.449999809265137,5.550000190734863,5.409999847412109,5.460000038146973,5.324088096618652,719400
2019-06-18,5.480000019073486,5.639999866485596,5.460000038146973,5.519999980926514,5.382594585418701,757300
2019-06-19,5.46999979019165,5.489999771118164,5.320000171661377,5.449999809265137,5.314336776733398,512800
2019-06-20,5.590000152587891,5.659999847412109,5.539999961853027,5.559999942779541,5.4215989112854,563900
2019-06-21,5.510000228881836,5.739999771118164,5.510000228881836,5.639999866485596,5.499607563018799,1176500
2019-06-24,5.650000095367432,5.679999828338623,5.53000020980835,5.590000152587891,5.450851917266846,578700
2019-06-25,5.590000152587891,5.590000152587891,5.380000114440918,5.400000095367432,5.2655816078186035,849200
2019-06-26,5.440000057220459,5.449999809265137,5.329999923706055,5.389999866485596,5.25583028793335,540000
2019-06-27,5.300000190734863,5.380000114440918,5.210000038146973,5.309999942779541,5.177821636199951,569500
2019-06-28,5.349999904632568,5.349999904632568,5.170000076293945,5.239999771118164,5.109564304351807,1032000
2019-07-01,5.300000190734863,5.320000171661377,5.119999885559082,5.139999866485596,5.012053489685059,1067800
2019-07-02,5.130000114440918,5.170000076293945,4.989999771118164,5.050000190734863,4.9242939949035645,1055800
2019-07-03,5.0,5.090000152587891,4.989999771118164,5.03000020980835,4.904791831970215,479900
2019-07-05,5.119999885559082,5.179999828338623,5.079999923706055,5.139999866485596,5.012053489685059,844900
2019-07-08,5.150000095367432,5.190000057220459,5.119999885559082,5.159999847412109,5.031555652618408,746200
2019-07-09,5.130000114440918,5.269999980926514,5.130000114440918,5.239999771118164,5.109564304351807,439900
2019-07-10,5.360000133514404,5.559999942779541,5.360000133514404,5.519999980926514,5.382594585418701,850000
2019-07-11,5.519999980926514,5.590000152587891,5.440000057220459,5.519999980926514,5.382594585418701,741100
2019-07-12,5.53000020980835,5.570000171661377,5.449999809265137,5.460000038146973,5.324088096618652,382700
